PID,Price,Area,City,Location,No. of Bedrooms,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,School,24X7Security,PowerBackup,CarParking,StaffQuarter,Cafeteria,MultipurposeRoom,Hospital,WashingMachine,Gasconnection,AC,Wifi,Children'splayarea,LiftAvailable,Furnished
4832,11100000,2665,Kolkata,Alipore,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
775,2436000,870,Banglore,Attibele,2,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
3020,46500000,3200,Delhi,Sector 11 Dwarka,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
2443,3600000,855,Delhi,Jamia Nagar,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2355,3800000,765,Delhi,Mundka,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1910,6200000,1200,Delhi,Shahdara,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7498,31000000,585,Mumbai,Chembur East,1,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
7051,40000000,1735,Mumbai,Wadala,3,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0,1,1,0,,,,0
1831,6000000,1000,Delhi,Uttam Nagar,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
154,9412000,1247,Banglore,Dasarahalli on Tumkur Road,2,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1
4183,9000000,1390,Hyderabad,Appa Junction,2,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1718,6600000,697,Chennai,Ayapakkam,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3925,9633000,1966,Hyderabad,Appa Junction Peerancheru,3,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1
5893,2343000,500,Kolkata,Bansdroni,1,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
474,4342000,1241,Banglore,Electronic City Phase 1,2,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
5194,6280000,1156,Kolkata,Keshtopur,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
5649,7250000,880,Kolkata,Mukundapur,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
5686,2300000,1385,Kolkata,Rajarhat,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
2651,2999000,585,Delhi,Dwarka Mor,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,6589000,1100,Chennai,Thoraipakkam OMR,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
562,4076000,1059,Banglore,Krishnarajapura,2,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1
7475,3300000,670,Mumbai,Koproli,1,1,,,0,0,0,0,1,0,1,1,1,0,0,0,0,,,0,0,1,1,0,,,,0
587,4878000,1220,Banglore,Krishnarajapura,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
262,6750000,1500,Banglore,Whitefield Hope Farm Junction,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
6386,11000000,600,Mumbai,Malad West,1,1,,,0,0,0,0,0,0,1,0,1,0,0,0,0,,,0,0,0,1,0,,,,0
5026,5450000,1768,Kolkata,New Town,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
6910,21500000,1310,Mumbai,Malad West,3,0,,,0,1,0,1,1,1,1,1,1,1,0,1,1,,,0,0,1,1,0,,,,1
4901,5067000,931,Kolkata,New Town,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
5020,64400000,1617,Kolkata,Rajarhat,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
3,4866000,1179,Banglore,Kannur on Thanisandra Main Road,2,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
5486,4115999,980,Kolkata,Keshtopur,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
6439,10700000,715,Mumbai,Chembur,1,1,,,0,0,0,0,0,0,1,0,1,0,1,0,0,,,0,0,0,0,1,,,,0
715,6791000,1386,Banglore,JP Nagar Phase 8,3,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1
3731,10200000,1675,Hyderabad,Kukatpally,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
5551,6581999,999,Kolkata,Howrah,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
1780,15600000,1474,Chennai,Vadapalani,3,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
4435,3742000,795,Kolkata,Keshtopur,2,0,9,9,,9,9,9,,9,9,9,9,,,,,9,9,9,,9,9,,9,9,9,
4722,8100000,1697,Kolkata,New Town,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
5894,2156000,800,Kolkata,Bansdroni,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
5338,7270000,1794,Kolkata,Mukundapur,4,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
1749,8836000,1314,Chennai,Karapakkam,3,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1
1334,5778000,1004,Chennai,Sholinganallur,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6355,8500000,1135,Mumbai,Ulwe,2,1,,,1,1,0,1,1,1,1,1,1,1,0,0,1,,,0,0,1,1,0,,,,1
1280,6452000,1229,Chennai,Karapakkam,2,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0
1130,6225000,1245,Chennai,Madambakkam,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3780,5900000,1350,Hyderabad,Quthbullapur,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6605,3950000,630,Mumbai,Karanjade,1,0,,,0,1,0,1,0,1,1,1,1,1,0,1,1,,,0,0,0,1,0,,,,1
2466,14800000,1500,Delhi,Sector 6 Dwarka,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
7022,360000000,5476,Mumbai,Lower Parel,5,0,,,0,0,0,0,1,0,1,1,1,0,1,0,0,,,0,0,1,1,0,,,,0
5716,2560000,685,Kolkata,New Town,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
2334,4000000,750,Delhi,Dwarka Mor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7632,15000000,1069,Mumbai,Dahisar,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
5696,2300000,1135,Kolkata,Behala,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
843,6331000,1447,Banglore,Electronic City Phase 2,3,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1
1786,3202000,915,Chennai,West Tambaram,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1061,25400000,1839,Banglore,Koramangala,3,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0
7568,5700000,560,Mumbai,Taloja,1,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
1608,6461000,994,Chennai,Kolathur,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1477,3479999,725,Chennai,Pammal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3775,4800000,1120,Hyderabad,Pragathi Nagar Kukatpally,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1636,8222000,1265,Chennai,Korattur,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2726,6000000,1200,Delhi,Dwarka Mor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6410,15500000,1240,Mumbai,Sector9 Kamothe,3,1,,,0,0,0,0,0,0,1,0,1,0,1,0,0,,,0,0,0,1,1,,,,0
2731,3500000,700,Delhi,Dwarka Mor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1863,12500000,600,Delhi,Sector 12 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5935,6291000,1035,Kolkata,Narendrapur,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
3938,10100000,1945,Hyderabad,Miyapur,3,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
7348,21000000,1280,Mumbai,Malad East,2,1,,,0,1,1,1,1,1,1,1,1,1,0,0,1,,,0,0,1,1,0,,,,1
5086,6312000,2484,Kolkata,New Town,4,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
7276,18000000,675,Mumbai,4 Bunglows,2,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,1,1,,,,0
7326,24800000,958,Mumbai,Wadala East Wadala,2,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,1,0,,,,0
2094,15600000,1800,Delhi,Sector 9 Dwarka,3,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
4776,2700000,1000,Kolkata,Sonarpur,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
4593,8700000,988,Kolkata,New Town,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
5567,3000000,1150,Kolkata,Dum Dum,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
2480,3600000,810,Delhi,Dwarka Mor,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6580,13000000,995,Mumbai,Malad West,2,1,,,1,1,0,1,1,1,1,1,1,1,0,0,1,,,0,0,1,1,0,,,,1
1854,5800000,900,Delhi,Dwarka Mor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3342,4400000,1100,Hyderabad,Aminpur,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
4828,8384999,1450,Kolkata,New Town,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
4175,9000000,1390,Hyderabad,Appa Junction,2,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1969,6000000,990,Delhi,Dwarka Mor,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1702,28000000,1970,Chennai,Egmore,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
417,7377000,1135,Banglore,Banaswadi,2,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0
5892,2520000,820,Kolkata,Behala,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
4657,8500000,1730,Kolkata,New Town,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
1243,2397000,648,Chennai,Kundrathur,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6855,4200000,700,Mumbai,Mira Road and Beyond,2,1,,,0,0,0,0,1,0,1,1,1,0,0,0,0,,,0,0,0,0,1,,,,0
4137,10100000,1794,Hyderabad,Appa Junction,3,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2396,7500000,1300,Delhi,Dwarka Mor,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2671,4000000,450,Delhi,Shastri Nagar,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7551,16000000,550,Mumbai,Malad East,1,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
3426,3700000,1105,Hyderabad,Nizampet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,19200000,2250,Delhi,Sector 4 Dwarka,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7020,4800000,661,Mumbai,Mira Road East,1,1,,,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0,0,1,1,0,,,,1
3818,8126000,1283,Hyderabad,Gachibowli,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1488,2800000,540,Chennai,Iyappanthangal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2523,14500000,2000,Delhi,Sector 18A Dwarka,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
987,28100000,3832,Banglore,Hulimavu,4,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1
364,9000000,1373,Banglore,RR Nagar,2,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1
254,6681999,1485,Banglore,Whitefield Hope Farm Junction,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
6400,11500000,600,Mumbai,Tolaram Colony,1,1,,,0,0,0,0,0,0,1,0,1,0,1,0,0,,,0,0,0,1,1,,,,0
2108,13000000,1700,Delhi,Sector 5 Dwarka,3,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0
7358,12500000,745,Mumbai,Kandivali East,2,1,,,0,1,1,0,1,0,1,1,1,1,0,0,0,,,0,1,1,1,0,,,,0
2384,16000000,1800,Delhi,Sector 10 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7329,5900000,1015,Mumbai,Karanjade,2,0,,,0,1,0,1,1,1,1,1,1,1,0,1,1,,,1,0,1,1,0,,,,1
2300,6000000,1170,Delhi,Burari,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1037,6800000,1305,Banglore,Kumaraswamy Layout,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
3768,6000000,1190,Hyderabad,Mallapur,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
5061,2330000,900,Kolkata,Bansdroni,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
3120,9800000,1520,Hyderabad,Gachibowli,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
498,5045000,1370,Banglore,Electronic City Phase 2,3,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
1446,2499000,677,Chennai,Avadi,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1
6479,18600000,1067,Mumbai,Sindhi Society Chembur,2,0,,,0,1,0,0,0,0,1,1,1,0,0,0,0,,,0,0,1,1,0,,,,1
1527,4200000,915,Chennai,Thiruverkadu,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
4997,6769000,1325,Kolkata,Jadavpur,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
3769,6700000,1340,Hyderabad,Puppalaguda,2,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1
1156,5500000,1213,Chennai,East Tambaram,3,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1
6038,2100000,985,Kolkata,Barisha Purba Para Road,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
235,9382000,1720,Banglore,Jalahalli,3,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
1578,4250000,850,Chennai,Pammal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7145,5500000,650,Mumbai,Sector 30,1,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,0,0,,,,0
3119,9900000,2240,Hyderabad,Tellapur,3,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1998,15500000,1700,Delhi,Sector 13 Dwarka,3,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1
7436,7500000,850,Mumbai,Kharghar,2,1,,,0,0,0,0,0,0,1,0,1,0,0,0,0,,,0,0,0,0,0,,,,0
2395,23000000,2700,Delhi,Sector 19 Dwarka,4,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
3587,4500000,1040,Hyderabad,Beeramguda,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2095,16000000,2400,Delhi,Sector 9 Dwarka,3,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0
5654,6500000,1500,Kolkata,Shyamnagar,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
7393,3700000,425,Mumbai,Kharegaon,1,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,1,0,0,1,1,,,,0
3420,19800000,2200,Hyderabad,Jubilee Hills,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1441,4513000,778,Chennai,Manapakkam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
525,2889000,963,Banglore,Sarjapur,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1
7459,31500000,2415,Mumbai,Kandivali East,4,0,,,0,0,0,0,1,0,1,1,1,1,0,0,0,,,0,0,0,1,0,,,,0
1792,6500000,734,Chennai,Thoraipakkam OMR,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
4084,7498999,1245,Hyderabad,Tarnaka,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,6389000,983,Chennai,Korattur,2,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
4926,3500000,1180,Kolkata,Tollygunge,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
3359,9900000,2240,Hyderabad,Tellapur,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0
811,36000000,3895,Banglore,Hebbal,4,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
5228,2000000,800,Kolkata,Khardah,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
2386,17500000,1750,Delhi,Sector 22 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
288,4312000,1232,Banglore,Uttarahalli,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
7314,8500000,750,Mumbai,Jogeshwari West,1,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,1,0,,,,0
3017,5500000,900,Delhi,Mahavir Enclave,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4747,8300000,2273,Kolkata,New Town,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
2904,14800000,1600,Delhi,Sector 6 Dwarka,3,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
7235,14000000,690,Mumbai,Wadala East Wadala,1,1,,,0,0,0,0,0,0,1,0,1,0,1,0,0,,,0,0,0,1,1,,,,0
6014,6500000,1300,Kolkata,Kasba,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
3370,4542000,1010,Hyderabad,Gajularamaram,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,3931000,740,Chennai,Periyapanicheri,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5714,7852000,1193,Kolkata,Tiljala,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
7270,7500000,650,Mumbai,Kalwa,1,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,0,1,,,,0
6275,11000000,1550,Mumbai,Kharghar,3,1,,,0,1,0,0,0,0,1,1,1,0,0,0,0,,,0,0,1,1,0,,,,0
6943,16000000,1680,Mumbai,Kharghar,3,0,,,1,1,0,0,1,0,1,1,1,1,1,1,0,,,0,0,1,1,0,,,,0
1186,43099999,2056,Chennai,Nungambakkam,2,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1381,6934000,1067,Chennai,Maduravoyal,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
6475,4800000,1020,Mumbai,taloja panchanand,2,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,0,0,,,,0
6324,35300000,1962,Mumbai,Kandivali West,3,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0,1,1,0,,,,1
3537,2800000,963,Hyderabad,Beeramguda,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,8289000,1417,Banglore,ITPL,2,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3839,4000000,1000,Hyderabad,Malkajgiri,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
15,6367000,1415,Banglore,Whitefield Hope Farm Junction,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
3168,5500000,1700,Hyderabad,Uppal Kalan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2495,16000000,1800,Delhi,Sector 19 Dwarka,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
3832,19800000,2210,Hyderabad,Banjara Hills,3,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1
7397,4600000,545,Mumbai,Goregaon East,1,1,,,1,1,0,1,1,1,1,1,1,1,0,0,1,,,0,0,1,1,0,,,,0
6159,13000000,1800,Mumbai,Kharghar,3,1,,,0,1,0,0,1,0,1,1,1,1,0,0,0,,,0,0,1,1,0,,,,0
977,21500000,2893,Banglore,Hulimavu,4,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1
1764,7213000,1173,Chennai,Perungudi,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
3515,8459000,1800,Hyderabad,Bachupally,3,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1
2427,16000000,1700,Delhi,Jamia Nagar,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4786,13000000,1750,Kolkata,Rajarhat,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
4730,8000000,1342,Kolkata,Kaikhali,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
3371,8100000,1620,Hyderabad,Serilingampally,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2380,18500000,1800,Delhi,Sector 25 Rohini,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1898,27500000,3000,Delhi,Sector 22 Dwarka,4,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
7661,2400000,510,Mumbai,Naigaon East,1,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
4171,9000000,1390,Hyderabad,Appa Junction,2,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2257,4400000,900,Delhi,Burari,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
960,24300000,2563,Banglore,JP Nagar Phase 4,3,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1
4187,11399999,1730,Hyderabad,Kukatpally,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
4900,3714000,1160,Kolkata,New Town,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
7053,150000000,2710,Mumbai,Mahalaxmi,3,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,1,0,0,1,1,,,,0
1951,22500000,2150,Delhi,Sector 10 Dwarka,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1
